product_title,product_url,product_id,product_rating,product_reviews,current_price,reduction_percentage,old_price,store_rating,store_reviews,scraped_rating,scraped_reviews
"100 autocollants Jésus, autocollants foi chrétienne, autocollants histoire biblique, lot d'autocollants religieux imperméables pour Kindle, journal, bouteille d'eau",https://www.etsy.com/fr/listing/1883840187/100-autocollants-jesus-autocollants-foi,1883840187,,,6.89,30,9.84,4.8663,423,4.9,27.0
"Lot d'autocollants sarcastiques, citation drôle, autocollant cadeau sarcastique pour collègue, ordinateur portable, bouteille d'eau, planificateur, ensemble d'autocollants, autocollants humoristiques",https://www.etsy.com/fr/listing/4390338825/lot-dautocollants-sarcastiques-citation,4390338825,,,2.92,25,3.9,4.7836,134,5.0,3.0
"Ensemble de feuilles d'autocollants Genshin Impact | Explorez les régions de Mondstadt, Liyue, Inazuma, Sumeru et Fontain ! | Autocollants imperméables, Bullet journal, pour ordinateur portable",https://www.etsy.com/fr/listing/1529393542/ensemble-de-feuilles-dautocollants,1529393542,,,5.0,0,0.0,4.9927,335,5.0,10.0
Pack d'autocollants mystères / Lot de 15 mini autocollants / Papeterie mignonne / Sac mystère / Hydroflask / Esthétique / Autocollants en vinyle / Petits autocollants,https://www.etsy.com/fr/listing/1889563965/pack-dautocollants-mysteres-lot-de-15,1889563965,,,3.49,0,0.0,4.9793,9400,5.0,49.0
"Sticker fleurs sauvages roses, sticker imperméable pour tasse, mat ou brillant, sticker fleurs sauvages peint à la main, sticker fleurs roses petit",https://www.etsy.com/fr/listing/1834981859/sticker-fleurs-sauvages-roses-sticker,1834981859,,,3.55,0,0.0,4.9663,280,5.0,6.0
Sticker Faucheuse avec chat : design gothique kawaii,https://www.etsy.com/fr/listing/1770141031/sticker-faucheuse-avec-chat-design,1770141031,,,4.84,0,0.0,4.9718,139,5.0,8.0
Stickers pack sorcière - witch - automne - spooky - autocollant,https://www.etsy.com/fr/listing/1789000028/stickers-pack-sorciere-witch-automne,1789000028,,,8.0,0,0.0,4.9917,172,5.0,7.0
FUNNY STICKER,https://www.etsy.com/fr/listing/1778429916/funny-sticker,1778429916,,,2.75,0,0.0,5.0,181,5.0,3.0
Étiquette Nutella personnalisée – Motif bonhomme de neige – Édition hivernale – Étiquette nominative pour pâte à tartiner au chocolat,https://www.etsy.com/fr/listing/4399631916/etiquette-nutella-personnalisee-motif,4399631916,,,1.19,40,1.99,4.7302,368,5.0,4.0
"Stickers ""Bar à Bières"" / mariage / fête / anniversaire / baptême / boisssons",https://www.etsy.com/fr/listing/1870486446/stickers-bar-a-bieres-mariage-fete,1870486446,,,8.0,0,0.0,4.8947,38,5.0,2.0
Sticker décoratif fleurs marguerites roses/beiges pour boîte de rangement IKEA Trofast,https://www.etsy.com/fr/listing/4310987609/sticker-decoratif-fleurs-marguerites,4310987609,,,5.35,10,5.95,4.8434,2100,5.0,5.0
AUTOCOLLANTS AFFIRMATIONS POSITIVES Bundle d'autocollants motivants basés sur du texte Lot d'autocollants de texte Inspirations Citation inspirante Journal d'autocollants,https://www.etsy.com/fr/listing/4397520065/autocollants-affirmations-positives,4397520065,,,2.92,25,3.9,4.7836,134,5.0,1.0
"Stickers Smiley, autocollants pour emballage de fête, décoration",https://www.etsy.com/fr/listing/1735568192/stickers-smiley-autocollants-pour,1735568192,,,2.9,0,0.0,4.9474,5000,5.0,5.0
"Stickers logo personnalisés, stickers ronds mats (45 mm, feuille A4)",https://www.etsy.com/fr/listing/1489835401/stickers-logo-personnalises-stickers,1489835401,,,2.13,0,0.0,4.9617,6100,4.9,636.0
"50 autocollants mignons pour collations, autocollants pour aliments et boissons, lot d'autocollants Kawaii imperméables, autocollants pour bouteilles d'eau ou journaux",https://www.etsy.com/fr/listing/1822530859/50-autocollants-mignons-pour-collations,1822530859,,,3.27,60,8.17,4.8758,751,4.5,2.0
"50 stickers citations inspirantes, stickers amusants et motivants, lot d'autocollants en vinyle lumineux, mots positifs pour journalisation et décoration",https://www.etsy.com/fr/listing/1853342253/50-stickers-citations-inspirantes,1853342253,,,3.1,62,8.17,4.8662,432,4.8,4.0
Etiquettes d'ingrédients Autocollants personnalisés pour ingrédients,https://www.etsy.com/fr/listing/1249072086/etiquettes-dingredients-autocollants,1249072086,,,2.37,40,3.95,4.8737,38900,4.9,142.0
"Ruban adhésif PET automne : thème de la forêt, renard et champignons, stickers de journalisation coupe Kiss (5 cm de large)",https://www.etsy.com/fr/listing/4380504156/ruban-adhesif-pet-automne-theme-de-la,4380504156,,,7.2,0,0.0,4.975,9200,5.0,3.0
45 stickers autocollants chats et chiens kawaii,https://www.etsy.com/fr/listing/1152736352/45-stickers-autocollants-chats-et-chiens,1152736352,,,3.0,0,0.0,4.918,424,0.0,10.0
Feuille d'autocollants de l'Académie |  Autocollants pour Bullet Journal | Étiquettes autocollantes pour Bujo | Académie des ténèbres | Aquarelles | Autocollants de livres esthétiques,https://www.etsy.com/fr/listing/1768716040/feuille-dautocollants-de-lacademie-o,1768716040,,,3.0,0,0.0,4.9876,439,5.0,31.0
Stickers autocollants pour boite aux lettres personnalisée avec numéro et nom de famille,https://www.etsy.com/fr/listing/4310395382/stickers-autocollants-pour-boite-aux,4310395382,,,10.0,0,0.0,4.9127,975,5.0,5.0
"Le coin des artistes - autocollants | Feuille d'autocollants en papier mat, A6",https://www.etsy.com/fr/listing/4362349049/le-coin-des-artistes-autocollants,4362349049,,,3.69,0,0.0,4.9913,4000,5.0,1.0
"Planche de Stickers Années 2000 - Feuille d’Autocollants pour Planner, Ordinateur, Journal, Scrapbooking, Agenda...",https://www.etsy.com/fr/listing/1803056288/planche-de-stickers-annees-2000-feuille,1803056288,,,4.0,0,0.0,5.0,42,5.0,7.0
Adorables petits autocollants papillon | Cadeau pour amoureux des papillons | Stickers pour ordinateur portable et coque de téléphone | Feuille d'autocollants adorables petits papillons,https://www.etsy.com/fr/listing/1266123218/adorables-petits-autocollants-papillon-o,1266123218,,,5.65,0,0.0,4.9478,1700,4.9,48.0
"50 autocollants pour cartes de tarot, autocollants mystiques chat, autocollants Kindle de sorcière, autocollants spirituels, autocollants occultes, lot d'autocollants de tarot mignons",https://www.etsy.com/fr/listing/1827273917/50-autocollants-pour-cartes-de-tarot,1827273917,,,3.27,60,8.17,4.8758,751,4.9,17.0
Lot de mini-planches d'autocollants « Amoureux du café » | 3 planches d'autocollants pour Bullet Journal | Étiquettes autocollantes pour Bujo | Café | Bullet Journal esthétique,https://www.etsy.com/fr/listing/1701514134/lot-de-mini-planches-dautocollants,1701514134,,,5.0,0,0.0,4.9876,439,5.0,6.0
"Lot de 50 autocollants vache, motifs animaux de ferme, lait, beurre, fromage, dessin animé, vinyle mignon pour guitare, ordinateur portable, bagages, scrapbooking",https://www.etsy.com/fr/listing/4352929814/lot-de-50-autocollants-vache-motifs,4352929814,,,9.0,25,12.0,4.9375,16,0.0,0.0
"Feuilles d'autocollants DBT Skills : thérapie à l'aquarelle pastel, pleine conscience (lot de 24 minis)",https://www.etsy.com/fr/listing/4364953064/feuilles-dautocollants-dbt-skills,4364953064,,,14.11,25,18.82,5.0,22,5.0,2.0
Kit mensuel de janvier,https://www.etsy.com/fr/listing/1845555066/kit-mensuel-de-janvier,1845555066,,,16.13,0,0.0,4.9459,117,0.0,0.0
"50 stickers positifs aléatoires, stickers motivants, lot de stickers inspirants mignons, citations d'encouragement pour la rédaction d'un journal",https://www.etsy.com/fr/listing/1822524733/50-stickers-positifs-aleatoires-stickers,1822524733,,,7.38,65,21.09,4.8386,923,5.0,53.0
Sticker mural Panda - Décoration chambre enfant - Illustrations d'animaux à l'aquarelle,https://www.etsy.com/fr/listing/1489922477/sticker-mural-panda-decoration-chambre,1489922477,,,31.5,25,42.0,4.8848,7600,4.8,41.0
"Etiquette personnalisée ronde autocollante mate 3cm, 4cm, 4.5cm, 6cm et 8.5cm de diamètre ou Perforée de 3,8cm Stickers Mariage Baptême",https://www.etsy.com/fr/listing/1854478406/etiquette-personnalisee-ronde,1854478406,,,2.8,0,0.0,4.9304,1300,5.0,128.0
50 stickers japonais roses en papier Washi esthétiques vintage pour le scrapbooking et le bricolage,https://www.etsy.com/fr/listing/1524028764/50-stickers-japonais-roses-en-papier,1524028764,,,12.6,0,0.0,4.9224,713,4.8,69.0
Set de 15 stickers autocollants holographiques Feuilles,https://www.etsy.com/fr/listing/1163813817/set-de-15-stickers-autocollants,1163813817,,,4.6,0,0.0,4.9837,1400,5.0,12.0
"50 autocollants esthétiques Cottagecore, autocollants nature verte, autocollants vintage romantiques, autocollants découpés, autocollants pour ordinateur portable Kindle",https://www.etsy.com/fr/listing/1853337433/50-autocollants-esthetiques-cottagecore,1853337433,,,3.1,62,8.17,4.8662,432,4.8,26.0
Set de 15 stickers autocollants holographiques Pack Surprise,https://www.etsy.com/fr/listing/1263143072/set-de-15-stickers-autocollants,1263143072,,,4.2,0,0.0,4.9837,1400,5.0,39.0
Autocollants Sandylion années 90 | Autocollants Fuzzy Stoffies | Planche originale,https://www.etsy.com/fr/listing/4385784998/autocollants-sandylion-annees-90-o,4385784998,,,1.5,0,0.0,5.0,44,5.0,1.0
Mini jeu d'autocollants d'encouragement - Rappels sur la santé mentale et les soins personnels : autocollants en vinyle IMPERMÉABLES,https://www.etsy.com/fr/listing/4394188633/mini-jeu-dautocollants-dencouragement,4394188633,,,6.46,0,0.0,4.9805,836,0.0,0.0
Stickers d'anniversaire personnalisés : Stickers de fête,https://www.etsy.com/fr/listing/1326003922/stickers-danniversaire-personnalises,1326003922,,,7.75,10,8.61,4.8593,12200,4.9,148.0
"Stickers aquarelle de Noël 6 feuilles | Lot de décorations vintage des Fêtes | Agenda d'albums de Noël Père Noël, bonhomme de neige, sapin d'hiver",https://www.etsy.com/fr/listing/4380708680/stickers-aquarelle-de-noel-6-feuilles-o,4380708680,,,5.48,15,6.45,4.8722,134,5.0,1.0
Sticker serpent chinois : motif reptile du nouvel an lunaire,https://www.etsy.com/fr/listing/1828405700/sticker-serpent-chinois-motif-reptile-du,1828405700,,,4.84,0,0.0,4.9718,139,5.0,12.0
Feuille d'autocollants d'automne Dark Academia – Papeterie d'automne chaleureuse dessinée à la main pour journal intime | Décoration d'agenda | Feuille d'autocollants pour fournitures artistiques,https://www.etsy.com/fr/listing/4371782104/feuille-dautocollants-dautomne-dark,4371782104,,,3.0,0,0.0,4.9876,439,5.0,2.0
"30/10/50 PCS Chibi Genshin Impact Sticker - Sticker vinyle mignon - Sticker pour ordinateur portable, scrapbooking, agenda et journal - Cadeau pour les enfants",https://www.etsy.com/fr/listing/1741168242/301050-pcs-chibi-genshin-impact-sticker,1741168242,,,8.61,0,0.0,4.7797,930,4.8,31.0
"60 autocollants de conte de fées rétro – Scrapbooking, papeterie, journal, agenda, articles en papier",https://www.etsy.com/fr/listing/1154751629/60-autocollants-de-conte-de-fees-retro,1154751629,,,7.91,10,8.79,4.8845,6200,0.0,23.0
"Sticker mural arche, décoration de chambre, sticker de chambre, mur rafraîchi, nouvelle décoration, intérieur rafraîchi, décoration de chambre d'enfant, sélection de couleurs, amovible",https://www.etsy.com/fr/listing/1451387921/sticker-mural-arche-decoration-de,1451387921,,,16.05,25,21.4,4.88,687,4.8,23.0
"Lot de 2 stickers Boisson – Mariage, baptême, anniversaire, fête",https://www.etsy.com/fr/listing/1866842616/lot-de-2-stickers-boisson-mariage,1866842616,,,10.0,0,0.0,4.8947,38,5.0,4.0
Autocollant holographique Queen Bee - Autocollants Bullet Journal - Autocollants vinyles - Autocollants décoratifs - Autocollants Scrapbooking - Bouteille d’eau,https://www.etsy.com/fr/listing/1201493715/autocollant-holographique-queen-bee,1201493715,,,3.0,0,0.0,4.9793,13000,4.7,128.0
"50 autocollants Brooaway pour théâtre musical, autocollants artistiques, autocollants vintage, autocollants de collection, autocollants imperméables pour les amateurs de théâtre",https://www.etsy.com/fr/listing/4357098983/50-autocollants-brooaway-pour-theatre,4357098983,,,2.91,70,9.7,4.8136,59,4.9,10.0
"Bière HEY BUDDY//autocollant chien en vinyle résistant aux intempéries//bouteille d'eau, ordinateur portable, ordinateur portable, voiture - 3,34 pouces",https://www.etsy.com/fr/listing/1711330568/biere-hey-buddyautocollant-chien-en,1711330568,,,3.66,15,4.3,4.97,1800,5.0,27.0
autocollants Washi vintage | Journal éphémère en aluminium (24 pièces),https://www.etsy.com/fr/listing/4321636813/autocollants-washi-vintage-o-journal,4321636813,,,9.67,0,0.0,5.0,5,0.0,0.0
"Stickers circulaires personnalisés : étiquettes en vinyle personnalisées en rouleau, 1 000 pièces, autocollant avec logo, commande groupée",https://www.etsy.com/fr/listing/4347545936/stickers-circulaires-personnalises,4347545936,,,9.67,55,21.5,5.0,12,5.0,1.0
"Stickers Connasse à bord, autocollant voiture, stickers voiture humour femme autocollant pare-choc humouristique stickers auto adhésif",https://www.etsy.com/fr/listing/1877263627/stickers-connasse-a-bord-autocollant,1877263627,,,9.0,0,0.0,4.9425,168,5.0,2.0
Stickers Premium pour Farshore - Produit non officiel,https://www.etsy.com/fr/listing/1897424367/stickers-premium-pour-farshore-produit,1897424367,,,6.5,0,0.0,4.9545,198,4.8,6.0
Kit Autocollants / Stickers pour Goldorak Shogun – Restauration Jouet Vintage – Goldrake / Grendizer,https://www.etsy.com/fr/listing/1337311537/kit-autocollants-stickers-pour-goldorak,1337311537,,,15.9,0,0.0,4.8824,189,4.5,28.0
"My Rock Way Mini Boîte Autocollant Stickers décoratifs Étiquettes scrapbooking, album de papeterie, journal intime, agenda, carnet DIY, etc.",https://www.etsy.com/fr/listing/4372463395/my-rock-way-mini-boite-autocollant,4372463395,,,3.85,0,0.0,4.9884,231,0.0,0.0
XXL set de stickers muraux pour chambre d'enfant animaux de la forêt stickers muraux pour chambre de bébé arbre renard ours sticker mural décoration autocollante DK1162,https://www.etsy.com/fr/listing/1777090523/xxl-set-de-stickers-muraux-pour-chambre,1777090523,,,19.8,0,0.0,4.863,2500,4.9,30.0
54 autocollants smileys pastel - Autocollants de récompense - autocollants pour enfants - autocollants smiley pastel,https://www.etsy.com/fr/listing/1242303635/54-autocollants-smileys-pastel,1242303635,,,2.0,0,0.0,4.9348,95,5.0,8.0
Stickers autocollants pour boite aux lettres personnalisée personnages nom prénom numéro de rue,https://www.etsy.com/fr/listing/1440942897/stickers-autocollants-pour-boite-aux,1440942897,,,2.0,0,0.0,4.9127,975,5.0,35.0
Autocollants drôles stickers vinyle à l'unité ou en lot,https://www.etsy.com/fr/listing/1095074737/autocollants-droles-stickers-vinyle-a,1095074737,,,4.5,0,0.0,4.9831,364,0.0,10.0
"Feuilles d'autocollants personnalisés - Autocollants en vinyle personnalisés, coupe Kiss, imperméable, impression de haute qualité",https://www.etsy.com/fr/listing/1873950841/feuilles-dautocollants-personnalises,1873950841,,,16.14,50,32.28,4.8945,11800,5.0,27.0
"Istanbul, Turquie, Stickers, Sticker résistant aux intempéries, carnet de voyage, Sticker valise, Stickers bagages, Stickers découpés, 2",https://www.etsy.com/fr/listing/1798157416/istanbul-turquie-stickers-sticker,1798157416,,,2.41,25,3.22,4.9731,2300,5.0,1.0
Feuille d'autocollants animaux de Noël kawaii • Stickers nacrés brillants,https://www.etsy.com/fr/listing/4397649048/feuille-dautocollants-animaux-de-noel,4397649048,,,7.53,0,0.0,5.0,25,5.0,1.0
"Sticker esthétique 2026 v2 Sticker pour journal intime, Agenda, Sticker bouteille d'eau, Sticker pour ordinateur portable, Sticker chiffre",https://www.etsy.com/fr/listing/4385895861/sticker-esthetique-2026-v2-sticker-pour,4385895861,,,4.29,0,0.0,4.9682,220,0.0,0.0
"Décoration de Noël personnalisée en bois avec prénom pour sapin. Premier Noël, animaux, cadeau Secret Santa",https://www.etsy.com/fr/listing/4398030509/decoration-de-noel-personnalisee-en-bois,4398030509,,,5.0,0,0.0,4.9592,49,5.0,36.0
Feuille d'autocollants des amis de Noël • Stickers mats des fêtes de fin d'année kawaii,https://www.etsy.com/fr/listing/1810319054/feuille-dautocollants-des-amis-de-noel,1810319054,,,3.77,0,0.0,4.9817,3000,5.0,22.0
Stickers muraux engins de chantier pelle grue sable bétonnière,https://www.etsy.com/fr/listing/1431591279/stickers-muraux-engins-de-chantier-pelle,1431591279,,,34.0,15,40.0,4.8802,1400,4.9,48.0
Lando Norris Stickers - Silverstone British Grand Prix - McLaren Formula 1,https://www.etsy.com/fr/listing/4339959692/lando-norris-stickers-silverstone,4339959692,,,2.95,0,0.0,4.8974,141,5.0,3.0
Set de 15 stickers holographiques Fougères,https://www.etsy.com/fr/listing/1199092066/set-de-15-stickers-holographiques,1199092066,,,4.6,0,0.0,4.9837,1400,5.0,10.0
"Stickers décoratifs bohème ésotérique, autocollant scrapbooking, papeterie créative, matériel bullet journal",https://www.etsy.com/fr/listing/4388058263/stickers-decoratifs-boheme-esoterique,4388058263,,,0.35,30,0.5,4.9535,248,0.0,0.0
"Esthétique d'autocollants japonais/coréens kawaii de l'an 2000-Pack d'autocollants esthétiques japonais | Scrapbooking, tenue d'un journal, autocollants pour collage kawaii",https://www.etsy.com/fr/listing/4357111400/esthetique-dautocollants-japonaiscoreens,4357111400,,,1.43,0,0.0,4.8596,57,5.0,3.0
XXL set d'autocollants autocollants muraux animaux de la jungle pour chambre d'enfant autocollants muraux animaux de safari pour chambre de bébé autocollant mural palmier DK1146,https://www.etsy.com/fr/listing/1568081540/xxl-set-dautocollants-autocollants,1568081540,,,15.39,0,0.0,4.863,2500,5.0,49.0
"Lot de 50 autocollants mignons de nain de jardin, autocollants ravissants vivants, autocollants d'activité énergétique, autocollants artistiques pour coque de téléphone, ordinateurs portables",https://www.etsy.com/fr/listing/4378575796/lot-de-50-autocollants-mignons-de-nain,4378575796,,,7.38,65,21.09,4.8386,923,0.0,0.0
"Pack de 100 stickers pour camions, Stickers engin et transport, Stickers imperméables amusants pour enfants, Stickers véhicules de construction",https://www.etsy.com/fr/listing/1809751280/pack-de-100-stickers-pour-camions,1809751280,,,3.27,60,8.17,4.8758,751,0.0,0.0
"50 autocollants artistiques aléatoires, autocollants esthétiques de livre de contes, autocollants fille de conte de fées rétro, lot d'autocollants victoriens, autocollants de journal vintage",https://www.etsy.com/fr/listing/1807636114/50-autocollants-artistiques-aleatoires,1807636114,,,3.1,62,8.17,4.8662,432,5.0,6.0
Stickers Premium Le Destin de la Communauté,https://www.etsy.com/fr/listing/4353015814/stickers-premium-le-destin-de-la,4353015814,,,7.9,0,0.0,4.9545,198,4.9,14.0
"Stickers personnalisés - Mariage, Baptême, Anniversaire - Taille et modèle au choix",https://www.etsy.com/fr/listing/1866258371/stickers-personnalises-mariage-bapteme,1866258371,,,0.25,0,0.0,4.9444,3100,5.0,51.0
"Autocollants en Washi avec créations artisanales en feuille d'or, lot d'autocollants vintage, 40 autocollants de styles multiples pour carnet de voyage, album, décoration d'art à faire soi-même",https://www.etsy.com/fr/listing/1101770139/autocollants-en-washi-avec-creations,1101770139,,,3.22,25,4.29,4.8813,7100,5.0,23.0
Stickers Premium pour Arigato,https://www.etsy.com/fr/listing/4391871263/stickers-premium-pour-arigato,4391871263,,,7.9,0,0.0,4.9545,198,0.0,0.0
"Plaque potager personnalisé, décoration de jardin avec légume, cadeau jardinier, pancarte de jardin en métal vintage",https://www.etsy.com/fr/listing/4367747603/plaque-potager-personnalise-decoration,4367747603,,,10.0,0,0.0,4.9509,1100,5.0,5.0
Stickers transparents vitraux,https://www.etsy.com/fr/listing/1818096768/stickers-transparents-vitraux,1818096768,,,7.0,0,0.0,5.0,14,5.0,1.0
AUTOCOLLANT stickers pour boule de noël personnalisée,https://www.etsy.com/fr/listing/653518952/autocollant-stickers-pour-boule-de-noel,653518952,,,2.0,0,0.0,4.9127,975,5.0,46.0
"Stickers muraux en PET pour fenêtre vintage, feuille d'or et éclat de la coque, 40 motifs floraux aléatoires",https://www.etsy.com/fr/listing/4295436588/stickers-muraux-en-pet-pour-fenetre,4295436588,,,10.75,0,0.0,5.0,5,5.0,1.0
Stickers autocollants réfléchissants vélo de Titouan,https://www.etsy.com/fr/listing/1807707411/stickers-autocollants-reflechissants,1807707411,,,9.9,0,0.0,4.8621,55,5.0,1.0
"Stickers personnalisés prénoms – Autocollants vinyle sur mesure pour déco, cadeaux ou événements, adhésifs vinyls, baptême, anniversaire",https://www.etsy.com/fr/listing/1663991461/stickers-personnalises-prenoms,1663991461,,,0.53,15,0.62,4.9048,651,5.0,22.0
"Lot d'autocollants transparents fleurs sauvages, autocollants floraux esthétiques, décalcomanies botaniques colorées, scrapbooking, cadeau unique pour les amateurs de fleurs",https://www.etsy.com/fr/listing/4361629042/lot-dautocollants-transparents-fleurs,4361629042,,,2.92,25,3.9,4.7836,134,0.0,0.0
Stickers Calendrier de l’Avent – Autocollants Numérotés 1 à 24 – Version Enfant & Décorative – DIY Avent – Décoration Cadeau Sachet Surprise,https://www.etsy.com/fr/listing/4393443049/stickers-calendrier-de-lavent,4393443049,,,4.9,0,0.0,4.9787,47,5.0,1.0
"Sticker chats mignons sur livres, autocollant chat, autocollant livresques, chats sur une pile de livres, autocollants Bujo et animaux",https://www.etsy.com/fr/listing/1665061546/sticker-chats-mignons-sur-livres,1665061546,,,2.2,0,0.0,4.8787,3400,4.9,35.0
"Etiquettes autocollantes personnalisées, stickers pour mariage, baptême, anniversaire, format rectangulaire",https://www.etsy.com/fr/listing/1085275599/etiquettes-autocollantes-personnalisees,1085275599,,,4.95,0,0.0,4.9444,3100,4.9,149.0
Stickers ronds dorés mat aspect satiné Lot de 50,https://www.etsy.com/fr/listing/705056958/stickers-ronds-dores-mat-aspect-satine,705056958,,,7.5,0,0.0,4.9474,5000,5.0,16.0
"Pack d'autocollants Sabrina Carpenter | Autocollants esthétiques en vinyle pour ordinateur portable, coque de téléphone, bouteille d'eau, scrapbooking, cadeau pour les fans",https://www.etsy.com/fr/listing/4373384886/pack-dautocollants-sabrina-carpenter-o,4373384886,,,4.87,25,6.49,4.8598,418,0.0,0.0
Décalcomanie de plaque ODI personnalisée avec vinyle Substance et stratifié !,https://www.etsy.com/fr/listing/4355635951/decalcomanie-de-plaque-odi-personnalisee,4355635951,,,20.43,0,0.0,4.7397,73,4.7,56.0
"Autocollants d'entretien personnel Poke | Stickers imperméables en vinyle pour Bullet Journal, agenda, ordinateur portable, bouteille d'eau, coque de téléphone, déco",https://www.etsy.com/fr/listing/1889680213/autocollants-dentretien-personnel-poke-o,1889680213,,,3.76,0,0.0,4.9812,2900,5.0,104.0
"outils d'étiquetage manuelle réglable 0,8–90mm pour pots, bougies, bouteilles, flacon – pose rapide d’étiquettes, stickers, autocollants.",https://www.etsy.com/fr/listing/1874452590/outils-detiquetage-manuelle-reglable,1874452590,,,25.0,0,0.0,4.9405,85,4.7,12.0
"Arbre de Noël - autocollants | Feuille d'autocollants de Noël, Stickers pour agenda des fêtes, Stickers hiver Hygge, Journal de Noël",https://www.etsy.com/fr/listing/1593058140/arbre-de-noel-autocollants-o-feuille,1593058140,,,3.69,0,0.0,4.9913,4000,4.9,28.0
Stickers pour amorcer la conversation + lisez la description ! + Théories absurdes sur les franges dans le vinyle imperméable,https://www.etsy.com/fr/listing/1276199699/stickers-pour-amorcer-la-conversation,1276199699,,,3.25,0,0.0,4.9506,1300,5.0,117.0
"100 autocollants vintage, autocollants rétro antiques imperméables, autocollants fantaisistes pour scrapbooking, journal, autocollants esthétiques, autocollants Kindle",https://www.etsy.com/fr/listing/1848157008/100-autocollants-vintage-autocollants,1848157008,,,6.89,30,9.84,4.8663,423,5.0,5.0
"Stickers repositionnables. Coin fenêtre champs d'automne. A4 à découper. Autocollants transparents vinyle, effet vitrail",https://www.etsy.com/fr/listing/1802284659/stickers-repositionnables-coin-fenetre,1802284659,,,17.47,0,0.0,5.0,507,0.0,1.0
Stickers pack Zelda - Tears of the Kingdom - Breath of the Wild,https://www.etsy.com/fr/listing/1878037043/stickers-pack-zelda-tears-of-the-kingdom,1878037043,,,8.0,0,0.0,4.9917,172,5.0,6.0
Autocollants Sandylion années 90 | Autocollants Fuzzy Stoffies | Planche originale,https://www.etsy.com/fr/listing/4352761574/autocollants-sandylion-annees-90-o,4352761574,,,2.0,0,0.0,5.0,44,5.0,3.0
50 stickers animaux,https://www.etsy.com/fr/listing/1808348994/50-stickers-animaux,1808348994,,,5.5,0,0.0,4.918,424,0.0,0.0
"Sticker fleur pivoine – Sticker vinyle pivoine rose pour ordinateur portable, journal, album ou bouteille d'eau, cadeau esthétique jardin floral",https://www.etsy.com/fr/listing/1522604536/sticker-fleur-pivoine-sticker-vinyle,1522604536,,,4.04,0,0.0,4.9282,614,5.0,19.0
"Stickers grenouilles mignonnes, lot d'autocollants en vinyle grenouilles idiotes, autocollants imperméables grenouilles mignonnes, autocollants amateurs de grenouilles, décalcomanies amusantes grenouilles, lot d'autocollants grenouilles",https://www.etsy.com/fr/listing/1266959757/stickers-grenouilles-mignonnes-lot,1266959757,,,3.49,0,0.0,4.9983,6800,5.0,130.0
"Sticker photo personnalisé, Stickers 21e anniversaire, Sticker 21e anniversaire, Sticker décoratif pour enterrement de vie de jeune fille, Cadeau baby shower",https://www.etsy.com/fr/listing/4374676722/sticker-photo-personnalise-stickers-21e,4374676722,,,3.13,45,5.69,4.9,20,4.9,15.0
Sticker porte l Autocollant numéro | House number | Stickers numéro | Numéro boite aux lettres | Street Number Numéro rue,https://www.etsy.com/fr/listing/1896998953/sticker-porte-l-autocollant-numero-o,1896998953,,,3.0,0,0.0,4.8947,38,4.9,12.0
"Aufkleber « Surf-Dackel », autocollant pour ordinateur portable, autocollant Aufkleber, planer.",https://www.etsy.com/fr/listing/779455054/aufkleber-surf-dackel-autocollant-pour,779455054,,,1.99,0,0.0,4.9731,4400,4.9,116.0
Stickers bébé à bord pour voiture personnalisable,https://www.etsy.com/fr/listing/1235909416/stickers-bebe-a-bord-pour-voiture,1235909416,,,6.0,0,0.0,4.9127,975,4.3,85.0
Stickers personnalisés pour étagère à gobelets – Décoration mariage & bar à cocktails,https://www.etsy.com/fr/listing/1699166019/stickers-personnalises-pour-etagere-a,1699166019,,,2.97,15,3.5,4.9048,651,4.9,59.0
Stickers chien à bord pour voiture personnalisable,https://www.etsy.com/fr/listing/1622268448/stickers-chien-a-bord-pour-voiture,1622268448,,,7.0,0,0.0,4.9127,975,4.7,4.0
"Stickers Muraux Hirondelles, Stickers muraux aquarelle sans plastique pour chambre d'enfants",https://www.etsy.com/fr/listing/732548831/stickers-muraux-hirondelles-stickers,732548831,,,35.0,0,0.0,4.9314,4900,5.0,66.0
"Autocollants vitraux gothiques – 50 modèles | Vinyle mat, 4–6 cm, autocollants, motifs animaux et nature éclatants pour ordinateurs portables, bricolage et décoration",https://www.etsy.com/fr/listing/4319673645/autocollants-vitraux-gothiques-50,4319673645,,,3.95,10,4.39,4.8845,6200,0.0,0.0
stickers automne,https://www.etsy.com/fr/listing/1875349714/stickers-automne,1875349714,,,12.0,0,0.0,5.0,14,0.0,0.0
"Sticker imperméable I'm Fine, Stickers santé mentale, oeuvres d'art dessinées à la main, cadeaux meilleur ami, positivité",https://www.etsy.com/fr/listing/1789695413/sticker-impermeable-im-fine-stickers,1789695413,,,3.43,30,4.9,4.8809,15800,5.0,7.0
Pack d'autocollants Golden Retriever : autocollants en vinyle imperméable pour chiots,https://www.etsy.com/fr/listing/4344638211/pack-dautocollants-golden-retriever,4344638211,,,3.76,30,5.37,4.9865,74,0.0,0.0
"Journal d'amour au pays des merveilles - 18 feuilles d'autocollants japonais + autocollants en PET, album de scrapbooking conte de fées vintage",https://www.etsy.com/fr/listing/4359720310/journal-damour-au-pays-des-merveilles-18,4359720310,,,12.51,25,16.68,5.0,5,0.0,0.0
